10 konfirmasi update terbaru (confirmed_at, message_id, thread_id):
  2026-09-16T14:03:26.964341+00:00 | message_id= None | thread_id= None
  2026-09-16T10:11:24.641906+00:00 | message_id= None | thread_id= None
  2026-09-16T10:04:05.263438+00:00 | message_id= None | thread_id= None
  2026-09-16T09:45:23.678111+00:00 | message_id= None | thread_id= None
  2026-09-16T09:43:57.542656+00:00 | message_id= None | thread_id= None
  2026-09-16T09:23:09.947878+00:00 | message_id= None | thread_id= None
  2026-09-16T07:00:13.032976+00:00 | message_id= None | thread_id= None
  2026-09-16T06:22:17.949884+00:00 | message_id= None | thread_id= None
  2026-09-16T06:22:17.931321+00:00 | message_id= None | thread_id= None
  2026-09-16T03:25:30.901253+00:00 | message_id= None | thread_id= None
